Country/Territory,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,country_code
Bulgaria,8582950.0,8548315.442307692,8513680.884615384,8479046.326923076,8444411.76923077,8409777.211538462,8375142.653846154,8340508.096153846,8305873.538461538,8271238.980769231,8236604.423076923,8201969.865384615,8167335.307692308,8132700.75,8098066.192307692,8063431.634615385,8028797.076923077,7994162.519230769,7959527.961538462,7924893.403846154,7890258.846153846,7855624.288461538,7820989.730769231,7786355.173076923,7751720.615384615,7717086.057692308,7682451.5,7647816.942307692,7613182.384615384,7578547.826923077,7543913.269230769,7509278.711538462,7474644.153846154,7440009.596153846,7405375.038461538,7370740.480769231,7336105.923076923,7301471.365384615,7266836.807692308,7232202.25,7197567.692307692,7162933.134615384,7128298.576923077,7093664.019230769,7059029.461538462,7024394.903846154,6989760.346153846,6955125.788461538,6920491.23076923,6885856.673076923,6851222.115384615,6816587.557692308,6781953.0,BG
Burkina Faso,5611666.0,5939783.230769231,6267900.461538462,6596017.692307692,6924134.923076923,7252252.153846154,7580369.384615384,7908486.615384615,8236603.846153846,8564721.076923076,8892838.307692308,9220955.538461538,9549072.769230768,9877190.0,10205307.23076923,10533424.46153846,10861541.692307692,11189658.923076924,11517776.153846154,11845893.384615384,12174010.615384616,12502127.846153846,12830245.076923076,13158362.307692308,13486479.538461538,13814596.769230768,14142714.0,14470831.23076923,14798948.46153846,15127065.692307692,15455182.923076922,15783300.153846154,16111417.384615384,16439534.615384614,16767651.846153846,17095769.076923076,17423886.307692308,17752003.538461536,18080120.769230768,18408238.0,18736355.230769232,19064472.46153846,19392589.69230769,19720706.92307692,20048824.153846152,20376941.384615384,20705058.615384616,21033175.846153848,21361293.07692308,21689410.307692304,22017527.538461536,22345644.769230768,22673762.0,BF
Burundi,3497834.0,3678444.423076923,3859054.846153846,4039665.269230769,4220275.692307692,4400886.115384615,4581496.538461538,4762106.961538462,4942717.384615384,5123327.807692308,5303938.23076923,5484548.653846154,5665159.076923077,5845769.5,6026379.923076923,6206990.346153846,6387600.769230769,6568211.192307692,6748821.615384615,6929432.038461538,7110042.461538461,7290652.884615384,7471263.307692308,7651873.73076923,7832484.153846154,8013094.576923077,8193705.0,8374315.423076923,8554925.846153846,8735536.269230768,8916146.692307692,9096757.115384616,9277367.538461538,9457977.96153846,9638588.384615384,9819198.807692308,9999809.23076923,10180419.653846152,10361030.076923076,10541640.5,10722250.923076922,10902861.346153846,11083471.769230768,11264082.192307692,11444692.615384616,11625303.038461538,11805913.46153846,11986523.884615384,12167134.307692308,12347744.73076923,12528355.153846154,12708965.576923076,12889576.0,BI
Cambodia,6708525.0,6901973.403846154,7095421.807692308,7288870.211538462,7482318.615384615,7675767.019230769,7869215.423076923,8062663.826923077,8256112.230769231,8449560.634615384,8643009.038461538,8836457.442307692,9029905.846153846,9223354.25,9416802.653846154,9610251.057692308,9803699.461538462,9997147.865384616,10190596.269230768,10384044.673076924,10577493.076923076,10770941.48076923,10964389.884615384,11157838.288461538,11351286.692307692,11544735.096153846,11738183.5,11931631.903846154,12125080.307692308,12318528.71153846,12511977.115384616,12705425.519230768,12898873.923076924,13092322.326923076,13285770.730769232,13479219.134615384,13672667.538461538,13866115.942307692,14059564.346153846,14253012.75,14446461.153846154,14639909.557692308,14833357.96153846,15026806.365384616,15220254.76923077,15413703.173076922,15607151.576923076,15800599.98076923,15994048.384615384,16187496.788461538,16380945.192307692,16574393.596153846,16767842.0,KH
Cameroon,6452787.0,6865512.942307692,7278238.884615385,7690964.826923077,8103690.769230769,8516416.711538462,8929142.653846154,9341868.596153846,9754594.538461538,10167320.480769232,10580046.423076924,10992772.365384616,11405498.307692308,11818224.25,12230950.192307692,12643676.134615384,13056402.076923076,13469128.019230768,13881853.961538462,14294579.903846154,14707305.846153846,15120031.788461538,15532757.73076923,15945483.673076924,16358209.615384616,16770935.557692308,17183661.5,17596387.442307692,18009113.384615384,18421839.32692308,18834565.269230768,19247291.211538464,19660017.153846152,20072743.096153848,20485469.038461536,20898194.980769232,21310920.923076924,21723646.865384616,22136372.807692308,22549098.75,22961824.69230769,23374550.634615384,23787276.57692308,24200002.519230768,24612728.46153846,25025454.40384616,25438180.346153848,25850906.28846154,26263632.230769232,26676358.173076924,27089084.115384616,27501810.057692308,27914536.0,CM
Canada,21434577.0,21761879.884615384,22089182.769230768,22416485.653846152,22743788.53846154,23071091.423076924,23398394.307692308,23725697.19230769,24053000.07692308,24380302.96153846,24707605.846153848,25034908.730769232,25362211.615384616,25689514.5,26016817.384615384,26344120.269230768,26671423.153846152,26998726.03846154,27326028.923076924,27653331.807692308,27980634.69230769,28307937.57692308,28635240.461538464,28962543.346153848,29289846.230769232,29617149.115384616,29944452.0,30271754.884615384,30599057.769230768,30926360.653846152,31253663.538461536,31580966.423076924,31908269.307692308,32235572.19230769,32562875.07692308,32890177.961538464,33217480.846153848,33544783.730769232,33872086.615384616,34199389.5,34526692.384615384,34853995.26923077,35181298.15384615,35508601.038461536,35835903.92307693,36163206.807692304,36490509.692307696,36817812.57692308,37145115.461538464,37472418.34615385,37799721.23076923,38127024.115384616,38454327.0,CA
Cape Verde,287262.0,293144.4423076923,299026.8846153846,304909.32692307694,310791.76923076925,316674.2115384616,322556.6538461539,328439.0961538461,334321.53846153844,340203.98076923075,346086.42307692306,351968.8653846154,357851.3076923077,363733.75,369616.1923076923,375498.6346153846,381381.07692307694,387263.5192307693,393145.9615384615,399028.4038461539,404910.8461538461,410793.2884615384,416675.7307692308,422558.1730769231,428440.6153846154,434323.0576923077,440205.5,446087.9423076923,451970.3846153846,457852.8269230769,463735.2692307693,469617.7115384615,475500.1538461539,481382.5961538461,487265.0384615385,493147.4807692308,499029.9230769231,504912.3653846154,510794.8076923077,516677.25,522559.6923076923,528442.1346153846,534324.5769230769,540207.0192307692,546089.4615384615,551971.9038461538,557854.3461538461,563736.7884615385,569619.2307692308,575501.673076923,581384.1153846154,587266.5576923077,593149.0,CV
Cayman Islands,10533.0,11651.71153846154,12770.423076923078,13889.134615384615,15007.846153846154,16126.557692307691,17245.26923076923,18363.98076923077,19482.69230769231,20601.403846153848,21720.115384615387,22838.82692307692,23957.53846153846,25076.25,26194.96153846154,27313.67307692308,28432.384615384617,29551.09615384616,30669.80769230769,31788.519230769238,32907.23076923077,34025.94230769231,35144.653846153844,36263.36538461539,37382.07692307692,38500.78846153847,39619.5,40738.211538461546,41856.92307692308,42975.63461538462,44094.34615384616,45213.057692307695,46331.769230769234,47450.48076923077,48569.19230769231,49687.90384615385,50806.61538461539,51925.32692307693,53044.03846153847,54162.75000000001,55281.461538461546,56400.17307692308,57518.88461538462,58637.59615384616,59756.307692307695,60875.019230769234,61993.73076923077,63112.44230769231,64231.15384615385,65349.86538461539,66468.57692307694,67587.28846153847,68706.0,KY
Central African Republic,2067356.0,2134890.3846153845,2202424.769230769,2269959.153846154,2337493.5384615385,2405027.923076923,2472562.3076923075,2540096.692307692,2607631.076923077,2675165.461538461,2742699.846153846,2810234.230769231,2877768.615384615,2945303.0,3012837.3846153845,3080371.769230769,3147906.153846154,3215440.538461538,3282974.923076923,3350509.3076923075,3418043.692307692,3485578.076923077,3553112.461538461,3620646.846153846,3688181.230769231,3755715.615384615,3823250.0,3890784.384615385,3958318.769230769,4025853.153846154,4093387.538461538,4160921.923076923,4228456.307692308,4295990.692307692,4363525.076923076,4431059.461538462,4498593.846153846,4566128.23076923,4633662.615384615,4701197.0,4768731.384615384,4836265.769230769,4903800.153846154,4971334.538461538,5038868.923076923,5106403.307692308,5173937.692307692,5241472.076923076,5309006.461538461,5376540.846153846,5444075.23076923,5511609.615384615,5579144.0,CF
Chad,3667394.0,3937700.173076923,4208006.346153846,4478312.519230769,4748618.692307692,5018924.865384615,5289231.038461538,5559537.211538462,5829843.384615384,6100149.557692308,6370455.73076923,6640761.903846154,6911068.076923077,7181374.25,7451680.423076923,7721986.596153846,7992292.769230769,8262598.942307692,8532905.115384616,8803211.288461538,9073517.46153846,9343823.634615384,9614129.807692308,9884435.98076923,10154742.153846154,10425048.326923076,10695354.5,10965660.673076924,11235966.846153846,11506273.019230768,11776579.192307692,12046885.365384616,12317191.538461538,12587497.711538462,12857803.884615384,13128110.057692308,13398416.23076923,13668722.403846154,13939028.576923076,14209334.75,14479640.923076922,14749947.096153846,15020253.269230768,15290559.442307692,15560865.615384614,15831171.788461538,16101477.96153846,16371784.134615384,16642090.307692308,16912396.480769232,17182702.653846152,17453008.826923076,17723315.0,TD
Chile,9820481.0,10008620.461538462,10196759.923076924,10384899.384615384,10573038.846153846,10761178.307692308,10949317.76923077,11137457.23076923,11325596.692307692,11513736.153846154,11701875.615384616,11890015.076923076,12078154.538461538,12266294.0,12454433.461538462,12642572.923076924,12830712.384615384,13018851.846153846,13206991.307692308,13395130.769230768,13583270.23076923,13771409.692307692,13959549.153846154,14147688.615384616,14335828.076923076,14523967.538461538,14712107.0,14900246.46153846,15088385.923076924,15276525.384615384,15464664.846153846,15652804.307692308,15840943.769230768,16029083.230769232,16217222.692307692,16405362.153846154,16593501.615384616,16781641.076923076,16969780.538461536,17157920.0,17346059.46153846,17534198.923076924,17722338.384615384,17910477.846153848,18098617.307692308,18286756.769230768,18474896.230769232,18663035.69230769,18851175.153846152,19039314.615384616,19227454.07692308,19415593.538461536,19603733.0,CL
China,822534450.0,834137390.1346154,845740330.2692307,857343270.4038461,868946210.5384616,880549150.6730769,892152090.8076923,903755030.9423076,915357971.0769233,926960911.2115384,938563851.346154,950166791.4807692,961769731.6153846,973372671.75,984975611.8846154,996578552.0192308,1008181492.153846,1019784432.2884616,1031387372.4230767,1042990312.5576924,1054593252.6923076,1066196192.8269233,1077799132.9615383,1089402073.0961535,1101005013.2307692,1112607953.3653846,1124210893.5,1135813833.6346154,1147416773.7692308,1159019713.9038465,1170622654.0384614,1182225594.1730769,1193828534.3076923,1205431474.4423077,1217034414.5769231,1228637354.7115383,1240240294.8461535,1251843234.9807692,1263446175.1153846,1275049115.25,1286652055.3846154,1298254995.5192308,1309857935.6538465,1321460875.7884614,1333063815.9230769,1344666756.0576923,1356269696.1923077,1367872636.326923,1379475576.4615383,1391078516.5961535,1402681456.7307692,1414284396.8653846,1425887337.0,CN
Colombia,20905254.0,21500807.269230768,22096360.53846154,22691913.807692308,23287467.07692308,23883020.346153848,24478573.615384616,25074126.884615384,25669680.153846152,26265233.423076924,26860786.69230769,27456339.961538464,28051893.230769232,28647446.5,29242999.769230768,29838553.038461536,30434106.307692308,31029659.57692308,31625212.846153848,32220766.115384616,32816319.384615384,33411872.653846152,34007425.92307693,34602979.192307696,35198532.461538464,35794085.73076923,36389639.0,36985192.26923077,37580745.538461536,38176298.807692304,38771852.07692307,39367405.34615385,39962958.615384616,40558511.88461538,41154065.15384616,41749618.42307693,42345171.692307696,42940724.961538464,43536278.23076923,44131831.5,44727384.76923077,45322938.038461536,45918491.307692304,46514044.57692307,47109597.84615385,47705151.115384616,48300704.38461538,48896257.65384616,49491810.92307693,50087364.192307696,50682917.461538464,51278470.73076923,51874024.0,CO
Comoros,242351.0,253782.21153846156,265213.42307692306,276644.6346153846,288075.8461538461,299507.0576923077,310938.26923076925,322369.48076923075,333800.6923076923,345231.9038461539,356663.1153846154,368094.32692307694,379525.5384615385,390956.75,402387.9615384616,413819.1730769231,425250.3846153846,436681.5961538461,448112.8076923077,459544.0192307693,470975.2307692308,482406.4423076923,493837.6538461539,505268.8653846154,516700.07692307694,528131.2884615385,539562.5,550993.7115384615,562424.9230769231,573856.1346153846,585287.3461538462,596718.5576923077,608149.7692307692,619580.9807692308,631012.1923076923,642443.4038461539,653874.6153846154,665305.826923077,676737.0384615385,688168.25,699599.4615384615,711030.6730769231,722461.8846153846,733893.0961538462,745324.3076923077,756755.5192307692,768186.7307692308,779617.9423076924,791049.1538461539,802480.3653846154,813911.576923077,825342.7884615385,836774.0,KM
Cook Islands,20470.0,20403.48076923077,20336.96153846154,20270.44230769231,20203.92307692308,20137.403846153848,20070.884615384617,20004.365384615383,19937.846153846152,19871.32692307692,19804.80769230769,19738.28846153846,19671.76923076923,19605.25,19538.73076923077,19472.21153846154,19405.69230769231,19339.17307692308,19272.653846153848,19206.134615384617,19139.615384615383,19073.096153846152,19006.57692307692,18940.05769230769,18873.53846153846,18807.01923076923,18740.5,18673.98076923077,18607.46153846154,18540.94230769231,18474.42307692308,18407.903846153848,18341.384615384617,18274.865384615383,18208.346153846152,18141.82692307692,18075.30769230769,18008.78846153846,17942.26923076923,17875.75,17809.23076923077,17742.71153846154,17676.19230769231,17609.673076923078,17543.153846153844,17476.634615384617,17410.115384615383,17343.596153846152,17277.076923076922,17210.55769230769,17144.03846153846,17077.51923076923,17011.0,CK
Costa Rica,1855697.0,1919641.8461538465,1983586.6923076925,2047531.5384615385,2111476.3846153845,2175421.230769231,2239366.076923077,2303310.923076923,2367255.769230769,2431200.6153846155,2495145.461538461,2559090.307692308,2623035.153846154,2686980.0,2750924.846153846,2814869.6923076925,2878814.5384615385,2942759.384615385,3006704.230769231,3070649.076923077,3134593.923076923,3198538.769230769,3262483.6153846155,3326428.461538461,3390373.307692308,3454318.153846154,3518263.0,3582207.846153846,3646152.692307693,3710097.5384615385,3774042.384615385,3837987.230769231,3901932.076923077,3965876.923076923,4029821.7692307695,4093766.615384616,4157711.4615384615,4221656.307692308,4285601.153846154,4349546.0,4413490.846153846,4477435.692307692,4541380.538461538,4605325.384615384,4669270.230769231,4733215.076923077,4797159.923076923,4861104.76923077,4925049.615384616,4988994.461538462,5052939.307692308,5116884.153846154,5180829.0,CR
Croatia,4492638.0,4483748.0,4474858.0,4465968.0,4457078.0,4448188.0,4439298.0,4430408.0,4421518.0,4412628.0,4403738.0,4394848.0,4385958.0,4377068.0,4368178.0,4359288.0,4350398.0,4341508.0,4332618.0,4323728.0,4314838.0,4305948.0,4297058.0,4288168.0,4279278.0,4270388.0,4261498.0,4252608.0,4243718.0,4234828.0,4225938.0,4217048.0,4208158.0,4199268.0,4190378.0,4181488.0,4172598.0,4163708.0,4154818.0,4145928.0,4137038.0,4128148.0,4119258.0,4110368.0,4101478.0,4092588.0,4083698.0,4074808.0,4065918.0,4057028.0,4048138.0,4039248.0,4030358.0,HR
Cuba,8869636.0,8914685.134615384,8959734.26923077,9004783.403846154,9049832.538461538,9094881.673076924,9139930.807692308,9184979.942307692,9230029.076923076,9275078.211538462,9320127.346153846,9365176.48076923,9410225.615384616,9455274.75,9500323.884615384,9545373.01923077,9590422.153846154,9635471.288461538,9680520.423076924,9725569.557692308,9770618.692307692,9815667.826923076,9860716.961538462,9905766.096153846,9950815.23076923,9995864.365384616,10040913.5,10085962.634615384,10131011.76923077,10176060.903846154,10221110.038461538,10266159.173076924,10311208.307692308,10356257.442307692,10401306.576923076,10446355.711538462,10491404.846153846,10536453.98076923,10581503.115384616,10626552.25,10671601.384615384,10716650.51923077,10761699.653846154,10806748.788461538,10851797.923076924,10896847.057692308,10941896.192307692,10986945.326923076,11031994.461538462,11077043.596153846,11122092.730769232,11167141.865384616,11212191.0,CU
Curacao,150385.0,151169.1923076923,151953.38461538462,152737.57692307694,153521.76923076922,154305.96153846153,155090.15384615384,155874.34615384616,156658.53846153847,157442.73076923078,158226.92307692306,159011.11538461538,159795.3076923077,160579.5,161363.6923076923,162147.88461538462,162932.07692307694,163716.26923076922,164500.46153846153,165284.65384615384,166068.84615384616,166853.03846153847,167637.23076923078,168421.42307692306,169205.61538461538,169989.8076923077,170774.0,171558.1923076923,172342.38461538462,173126.57692307694,173910.76923076922,174694.96153846153,175479.15384615384,176263.34615384616,177047.53846153847,177831.73076923078,178615.92307692306,179400.11538461538,180184.3076923077,180968.5,181752.6923076923,182536.88461538465,183321.0769230769,184105.26923076925,184889.46153846156,185673.65384615384,186457.84615384616,187242.03846153847,188026.2307692308,188810.42307692303,189594.61538461535,190378.8076923077,191163.0,CW
